support_id,storey_id,source_sheet,section_x_cm,section_y_cm,section_cm,orientation_class,evidence_status,primary_source_id,primary_source_path,primary_source_blob_sha,primary_source_sha256,render_evidence,validation_state,note
1,G4,TAV-05S,40,40,40x40,X40_Y40,DOC,TAV-05S,archive/documentazione_originaria/tavola 5.pdf,ec32cd621877e9037cb26ebc083164140a8e3e68,2143dbcfb101c7a83d0c5c7a59a11ceabdaf7d8b2568a7aeeae61fa60e66f580,n12-analysis-cycle-report/TAV05S_300dpi.jpg,DIRECT_REGISTERED,Written 40 horizontal and 40 vertical.
2,G4,TAV-05S,40,40,40x40,X40_Y40,DOC,TAV-05S,archive/documentazione_originaria/tavola 5.pdf,ec32cd621877e9037cb26ebc083164140a8e3e68,2143dbcfb101c7a83d0c5c7a59a11ceabdaf7d8b2568a7aeeae61fa60e66f580,n12-analysis-cycle-report/TAV05S_300dpi.jpg,DIRECT_REGISTERED,Written 40 horizontal and 40 vertical.
3,G4,TAV-05S,40,40,40x40,X40_Y40,DOC,TAV-05S,archive/documentazione_originaria/tavola 5.pdf,ec32cd621877e9037cb26ebc083164140a8e3e68,2143dbcfb101c7a83d0c5c7a59a11ceabdaf7d8b2568a7aeeae61fa60e66f580,n12-analysis-cycle-report/TAV05S_300dpi.jpg,DIRECT_REGISTERED,Written 40 horizontal and 40 vertical.
4,G4,TAV-05S,40,40,40x40,X40_Y40,DOC,TAV-05S,archive/documentazione_originaria/tavola 5.pdf,ec32cd621877e9037cb26ebc083164140a8e3e68,2143dbcfb101c7a83d0c5c7a59a11ceabdaf7d8b2568a7aeeae61fa60e66f580,n12-analysis-cycle-report/TAV05S_300dpi.jpg,DIRECT_REGISTERED,Written 40 horizontal and 40 vertical.
5,G4,TAV-05S,40,40,40x40,X40_Y40,DOC,TAV-05S,archive/documentazione_originaria/tavola 5.pdf,ec32cd621877e9037cb26ebc083164140a8e3e68,2143dbcfb101c7a83d0c5c7a59a11ceabdaf7d8b2568a7aeeae61fa60e66f580,n12-analysis-cycle-report/TAV05S_300dpi.jpg,DIRECT_REGISTERED,Written 40 horizontal and 40 vertical.
6,G4,TAV-05S,40,40,40x40,X40_Y40,DOC,TAV-05S,archive/documentazione_originaria/tavola 5.pdf,ec32cd621877e9037cb26ebc083164140a8e3e68,2143dbcfb101c7a83d0c5c7a59a11ceabdaf7d8b2568a7aeeae61fa60e66f580,n12-analysis-cycle-report/TAV05S_300dpi.jpg,DIRECT_REGISTERED,Written 40 horizontal and 40 vertical.
7,G4,TAV-05S,40,40,40x40,X40_Y40,DOC,TAV-05S,archive/documentazione_originaria/tavola 5.pdf,ec32cd621877e9037cb26ebc083164140a8e3e68,2143dbcfb101c7a83d0c5c7a59a11ceabdaf7d8b2568a7aeeae61fa60e66f580,n12-analysis-cycle-report/TAV05S_300dpi.jpg,DIRECT_REGISTERED,Written 40 horizontal and 40 vertical.
8,G4,TAV-05S,40,40,40x40,X40_Y40,DOC,TAV-05S,archive/documentazione_originaria/tavola 5.pdf,ec32cd621877e9037cb26ebc083164140a8e3e68,2143dbcfb101c7a83d0c5c7a59a11ceabdaf7d8b2568a7aeeae61fa60e66f580,n12-analysis-cycle-report/TAV05S_300dpi.jpg,DIRECT_REGISTERED,Written 40 horizontal and 40 vertical.
9,G4,TAV-05S,40,40,40x40,X40_Y40,DOC,TAV-05S,archive/documentazione_originaria/tavola 5.pdf,ec32cd621877e9037cb26ebc083164140a8e3e68,2143dbcfb101c7a83d0c5c7a59a11ceabdaf7d8b2568a7aeeae61fa60e66f580,n12-analysis-cycle-report/TAV05S_300dpi.jpg,DIRECT_REGISTERED,Written 40 horizontal and 40 vertical.
10,G4,TAV-05S,45,30,45x30,X45_Y30,DOC,TAV-05S,archive/documentazione_originaria/tavola 5.pdf,ec32cd621877e9037cb26ebc083164140a8e3e68,2143dbcfb101c7a83d0c5c7a59a11ceabdaf7d8b2568a7aeeae61fa60e66f580,n12-analysis-cycle-report/TAV05S_300dpi.jpg,DIRECT_REGISTERED,Written 45 horizontal and 30 vertical.
11,G4,TAV-05S,45,30,45x30,X45_Y30,DOC,TAV-05S,archive/documentazione_originaria/tavola 5.pdf,ec32cd621877e9037cb26ebc083164140a8e3e68,2143dbcfb101c7a83d0c5c7a59a11ceabdaf7d8b2568a7aeeae61fa60e66f580,n12-analysis-cycle-report/TAV05S_300dpi.jpg,DIRECT_REGISTERED,Written 45 horizontal and 30 vertical.
12,G4,TAV-05S,30,45,30x45,X30_Y45,DOC,TAV-05S,archive/documentazione_originaria/tavola 5.pdf,ec32cd621877e9037cb26ebc083164140a8e3e68,2143dbcfb101c7a83d0c5c7a59a11ceabdaf7d8b2568a7aeeae61fa60e66f580,n12-analysis-cycle-report/TAV05S_300dpi.jpg,DIRECT_REGISTERED,Written 30 horizontal and 45 vertical.
13,G4,TAV-05S,45,30,45x30,X45_Y30,DOC,TAV-05S,archive/documentazione_originaria/tavola 5.pdf,ec32cd621877e9037cb26ebc083164140a8e3e68,2143dbcfb101c7a83d0c5c7a59a11ceabdaf7d8b2568a7aeeae61fa60e66f580,n12-analysis-cycle-report/TAV05S_300dpi.jpg,DIRECT_REGISTERED,Written 45 horizontal and 30 vertical.
14,G4,TAV-05S,45,30,45x30,X45_Y30,DOC,TAV-05S,archive/documentazione_originaria/tavola 5.pdf,ec32cd621877e9037cb26ebc083164140a8e3e68,2143dbcfb101c7a83d0c5c7a59a11ceabdaf7d8b2568a7aeeae61fa60e66f580,n12-analysis-cycle-report/TAV05S_300dpi.jpg,DIRECT_REGISTERED,Written 45 horizontal and 30 vertical.
15,G4,TAV-05S,45,30,45x30,X45_Y30,DOC,TAV-05S,archive/documentazione_originaria/tavola 5.pdf,ec32cd621877e9037cb26ebc083164140a8e3e68,2143dbcfb101c7a83d0c5c7a59a11ceabdaf7d8b2568a7aeeae61fa60e66f580,n12-analysis-cycle-report/TAV05S_300dpi.jpg,DIRECT_REGISTERED,Written 45 horizontal and 30 vertical.
16,G4,TAV-05S,40,40,40x40,X40_Y40,DOC,TAV-05S,archive/documentazione_originaria/tavola 5.pdf,ec32cd621877e9037cb26ebc083164140a8e3e68,2143dbcfb101c7a83d0c5c7a59a11ceabdaf7d8b2568a7aeeae61fa60e66f580,n12-analysis-cycle-report/TAV05S_300dpi.jpg,DIRECT_REGISTERED,Written 40 horizontal and 40 vertical.
17,G4,TAV-05S,40,40,40x40,X40_Y40,DOC,TAV-05S,archive/documentazione_originaria/tavola 5.pdf,ec32cd621877e9037cb26ebc083164140a8e3e68,2143dbcfb101c7a83d0c5c7a59a11ceabdaf7d8b2568a7aeeae61fa60e66f580,n12-analysis-cycle-report/TAV05S_300dpi.jpg,DIRECT_REGISTERED,Written 40 horizontal and 40 vertical.
18,G4,TAV-05S,30,110,30x110,X30_Y110,DOC,TAV-05S,archive/documentazione_originaria/tavola 5.pdf,ec32cd621877e9037cb26ebc083164140a8e3e68,2143dbcfb101c7a83d0c5c7a59a11ceabdaf7d8b2568a7aeeae61fa60e66f580,n12-analysis-cycle-report/TAV05S_300dpi.jpg,DIRECT_REGISTERED,Extended support; written 30 horizontal and 110 vertical.
19,G4,TAV-05S,40,40,40x40,X40_Y40,DOC,TAV-05S,archive/documentazione_originaria/tavola 5.pdf,ec32cd621877e9037cb26ebc083164140a8e3e68,2143dbcfb101c7a83d0c5c7a59a11ceabdaf7d8b2568a7aeeae61fa60e66f580,n12-analysis-cycle-report/TAV05S_300dpi.jpg,DIRECT_REGISTERED,Written 40 horizontal and 40 vertical.
20,G4,TAV-05S,40,40,40x40,X40_Y40,DOC,TAV-05S,archive/documentazione_originaria/tavola 5.pdf,ec32cd621877e9037cb26ebc083164140a8e3e68,2143dbcfb101c7a83d0c5c7a59a11ceabdaf7d8b2568a7aeeae61fa60e66f580,n12-analysis-cycle-report/TAV05S_300dpi.jpg,DIRECT_REGISTERED,Written 40 horizontal and 40 vertical.
21,G4,TAV-05S,30,45,30x45,X30_Y45,DOC,TAV-05S,archive/documentazione_originaria/tavola 5.pdf,ec32cd621877e9037cb26ebc083164140a8e3e68,2143dbcfb101c7a83d0c5c7a59a11ceabdaf7d8b2568a7aeeae61fa60e66f580,n12-analysis-cycle-report/TAV05S_300dpi.jpg,DIRECT_REGISTERED,Written 30 horizontal and 45 vertical.
22,G4,TAV-05S,30,45,30x45,X30_Y45,DOC,TAV-05S,archive/documentazione_originaria/tavola 5.pdf,ec32cd621877e9037cb26ebc083164140a8e3e68,2143dbcfb101c7a83d0c5c7a59a11ceabdaf7d8b2568a7aeeae61fa60e66f580,n12-analysis-cycle-report/TAV05S_300dpi.jpg,DIRECT_REGISTERED,Written 30 horizontal and 45 vertical.
22',G4,TAV-05S,40,40,40x40,X40_Y40,DOC,TAV-05S,archive/documentazione_originaria/tavola 5.pdf,ec32cd621877e9037cb26ebc083164140a8e3e68,2143dbcfb101c7a83d0c5c7a59a11ceabdaf7d8b2568a7aeeae61fa60e66f580,n12-analysis-cycle-report/TAV05S_300dpi.jpg,DIRECT_REGISTERED,Distinct 22-prime identity; written 40 horizontal and 40 vertical.
23,G4,TAV-05S,30,110,30x110,X30_Y110,DOC,TAV-05S,archive/documentazione_originaria/tavola 5.pdf,ec32cd621877e9037cb26ebc083164140a8e3e68,2143dbcfb101c7a83d0c5c7a59a11ceabdaf7d8b2568a7aeeae61fa60e66f580,n12-analysis-cycle-report/TAV05S_300dpi.jpg,DIRECT_REGISTERED,Extended support; written 30 horizontal and 110 vertical.
24,G4,TAV-05S,40,40,40x40,X40_Y40,DOC,TAV-05S,archive/documentazione_originaria/tavola 5.pdf,ec32cd621877e9037cb26ebc083164140a8e3e68,2143dbcfb101c7a83d0c5c7a59a11ceabdaf7d8b2568a7aeeae61fa60e66f580,n12-analysis-cycle-report/TAV05S_300dpi.jpg,DIRECT_REGISTERED,Written 40 horizontal and 40 vertical.
25,G4,TAV-05S,40,40,40x40,X40_Y40,DOC,TAV-05S,archive/documentazione_originaria/tavola 5.pdf,ec32cd621877e9037cb26ebc083164140a8e3e68,2143dbcfb101c7a83d0c5c7a59a11ceabdaf7d8b2568a7aeeae61fa60e66f580,n12-analysis-cycle-report/TAV05S_300dpi.jpg,DIRECT_REGISTERED,Written 40 plus unambiguous square support symbol on TAV-05S; second 40 is source-symbolic and not inherited from G3.
26,G4,TAV-05S,30,45,30x45,X30_Y45,DOC,TAV-05S,archive/documentazione_originaria/tavola 5.pdf,ec32cd621877e9037cb26ebc083164140a8e3e68,2143dbcfb101c7a83d0c5c7a59a11ceabdaf7d8b2568a7aeeae61fa60e66f580,n12-analysis-cycle-report/TAV05S_300dpi.jpg,DIRECT_REGISTERED,Written 30 horizontal and 45 vertical.
27,G4,TAV-05S,40,40,40x40,X40_Y40,DOC,TAV-05S,archive/documentazione_originaria/tavola 5.pdf,ec32cd621877e9037cb26ebc083164140a8e3e68,2143dbcfb101c7a83d0c5c7a59a11ceabdaf7d8b2568a7aeeae61fa60e66f580,n12-analysis-cycle-report/TAV05S_300dpi.jpg,DIRECT_REGISTERED,Written 40 plus unambiguous square support symbol on TAV-05S; second 40 is source-symbolic and not inherited from G3.
