support_id,storey_id,source_sheet,section_x_cm,section_y_cm,section_cm,orientation_class,evidence_status,primary_source_id,primary_source_path,primary_source_blob_sha,primary_source_sha256,render_evidence,validation_state,note
1,G3,TAV-04S,40,40,40x40,X40_Y40,DOC,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,n12-analysis-cycle-report/TAV04S_300dpi.jpg,DIRECT_REGISTERED,Written 40 horizontal and 40 vertical.
2,G3,TAV-04S,40,40,40x40,X40_Y40,DOC,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,n12-analysis-cycle-report/TAV04S_300dpi.jpg,DIRECT_REGISTERED,Written 40 horizontal and 40 vertical.
3,G3,TAV-04S,40,40,40x40,X40_Y40,DOC,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,n12-analysis-cycle-report/TAV04S_300dpi.jpg,DIRECT_REGISTERED,Written 40 horizontal and 40 vertical.
4,G3,TAV-04S,40,40,40x40,X40_Y40,DOC,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,n12-analysis-cycle-report/TAV04S_300dpi.jpg,DIRECT_REGISTERED,Written 40 horizontal and 40 vertical.
5,G3,TAV-04S,40,40,40x40,X40_Y40,DOC,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,n12-analysis-cycle-report/TAV04S_300dpi.jpg,DIRECT_REGISTERED,Written 40 horizontal and 40 vertical.
6,G3,TAV-04S,40,40,40x40,X40_Y40,DOC,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,n12-analysis-cycle-report/TAV04S_300dpi.jpg,DIRECT_REGISTERED,Written 40 horizontal and 40 vertical.
7,G3,TAV-04S,40,40,40x40,X40_Y40,DOC,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,n12-analysis-cycle-report/TAV04S_300dpi.jpg,DIRECT_REGISTERED,Written 40 horizontal and 40 vertical.
8,G3,TAV-04S,40,40,40x40,X40_Y40,DOC,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,n12-analysis-cycle-report/TAV04S_300dpi.jpg,DIRECT_REGISTERED,Written 40 horizontal and 40 vertical.
9,G3,TAV-04S,40,40,40x40,X40_Y40,DOC,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,n12-analysis-cycle-report/TAV04S_300dpi.jpg,DIRECT_REGISTERED,Written 40 horizontal and 40 vertical.
10,G3,TAV-04S,50,30,50x30,X50_Y30,DOC,TAV-04S,archive/documentazione_originaria/tavola4-2.pdf,7807c32f52e8d6fcefad8abe7eac79ad9dd65efa,2b878bcefde54ff2b42bafa2a4fdc8a8420bd71514a7e6966a864f009ade685e,n12-analysis-cycle-report/TAV04S_300dpi.jpg,DIRECT_REGISTERED,Written 50 horizontal and 30 vertical.
